id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD048273,NA,NA,-6.3437,38.9161,tabula,Spain,Dis Manibus sacrum Lucio Trebecio Chorinto sic annorum LXXV Trebecia Arataea patri piissimo faciendum curavit,tabula,epitaph,Spain,Dis Manibus sacrum Lucio Trebecio Chorinto annorum LXXV Trebecia Arataea patri piissimo faciendum curavit,dis manibus sacrum lucio trebecio chorinto annorum lxxv trebecia arataea patri piissimo faciendum curavit,Dis Manibus sacrum Lucio Trebecio Chorinto annorum LXXV Trebecia Arataea patri piissimo faciendum curavit,dis manibus sacrum
HD048277,NA,NA,-6.5377,39.9879,stele,Spain,Dis Manibus Maelo Luci Goutieni Caur,stele,epitaph,Spain,Dis Manibus Maelo Luci Goutieni Caur,dis manibus maelo luci goutieni caur,Dis Manibus Maelo Luci Goutieni Caur,dis manibus
HD048341,NA,NA,-1.8,39.6,stele,Spain,Dis Manibus sacrum Fabio Urbanillo uxxor sic merenti nnum vixit XXXXX hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Fabio Urbanillo uxxor merenti annorum vixit XXXXX hic situs est sit tibi terra levis,dis manibus sacrum fabio urbanillo uxxor merenti annorum vixit xxxxx hic situs est sit tibi terra levis,Dis Manibus sacrum Fabio Urbanillo uxxor merenti annorum vixit XXXXX hic situs est sit tibi terra levis,dis manibus sacrum
HD048344,NA,NA,-1.8,39.6,stele,Spain,Dis Manibus sacrum Minicius Germanus annorum XXV hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Minicius Germanus annorum XXV hic situs est sit tibi terra levis,dis manibus sacrum minicius germanus annorum xxv hic situs est sit tibi terra levis,Dis Manibus sacrum Minicius Germanus annorum XXV hic situs est sit tibi terra levis,dis manibus sacrum
HD048369,0301,0400,1.25,41.1167,sarcophagus,Spain,Dis Manibus Aureliae Paulinae filiae o crudele funus qui nunc attigit mihii renovatus o dolor dolueram fratri simulque sorori nunc lugeo filiam pariterque sanguinem esto iam placide posita Lethes in morte quiesce iunctaque tumulo fratri simulque sorori vixit annos XX mensem dies XVII Aurelia Purpuris mater filiae dulcissimae et pientissimae fecit Qu ,sarcophagus,epitaph,Spain,Dis Manibus Aureliae Paulinae filiae o crudele funus qui nunc attigit mihii renovatus o dolor dolueram fratri simul que sorori nunc lugeo filiam pariter que sanguinem esto iam placide posita Lethes in morte quiesce iuncta que tumulo fratri simul que sorori vixit annos XX mensem dies XVII Aurelia Purpuris mater filiae dulcissimae et pientissimae fecit Qu,dis manibus aureliae paulinae filiae o crudele funus qui nunc attigit mihii renovatus o dolor dolueram fratri simul que sorori nunc lugeo filiam pariter que sanguinem esto iam placide posita lethes in morte quiesce iuncta que tumulo fratri simul que sorori vixit annos xx mensem dies xvii aurelia purpuris mater filiae dulcissimae et pientissimae fecit qu,Dis Manibus Aureliae Paulinae filiae o crudele funus qui nunc attigit mihii renovatus o dolor dolueram fratri simul que sorori nunc lugeo filiam pariter que sanguinem esto iam placide posita Lethes in morte quiesce iuncta que tumulo fratri simul que sorori vixit annos XX mensem dies XVII Aurelia Purpuris mater filiae dulcissimae et pientissimae fecit Qu,dis manibus
HD048780,0171,0230,-6.2292,39.1809,stele,Spain,Dis Manibus sacrum Norbana Bovia annorum LXXXXVIII hic sita est sit tibi terra levis filius pientissimus faciendum curavit,stele,epitaph,Spain,Dis Manibus sacrum Norbana Bovia annorum LXXXXVIII hic sita est sit tibi terra levis filius pientissimus faciendum curavit,dis manibus sacrum norbana bovia annorum lxxxxviii hic sita est sit tibi terra levis filius pientissimus faciendum curavit,Dis Manibus sacrum Norbana Bovia annorum LXXXXVIII hic sita est sit tibi terra levis filius pientissimus faciendum curavit,dis manibus sacrum
HD048781,NA,NA,-6.2292,39.1809,altar,Spain,Dis Manibus Valerius Ver annorum XVIIII NSPEPE familicus faciendum curavit,altar,epitaph,Spain,Dis Manibus Valerius Ver annorum XVIIII NS PEPE famil icus faciendum curavit,dis manibus valerius ver annorum xviiii ns pepe famil icus faciendum curavit,Dis Manibus Valerius Ver annorum XVIIII NS PEPE famil icus faciendum curavit,dis manibus
HD048801,0131,0170,-4.6582,37.5178,stele,Spain,Dis Manibus sacrum Felicia serva nni I mensium V VIIII pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Felicia serva anni I mensium V VIIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum felicia serva anni i mensium v viiii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Felicia serva anni I mensium V VIIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD048805,0171,0230,-6.4478,38.5266,altar?,Spain,Dis Manibus sacrum Felix nnorum XXXIII Memmius Fortunatus filio piissumo sic fecit hic situs sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Felix annorum XXXIII Memmius Fortunatus filio piissumo fecit hic situs sit tibi terra levis,dis manibus sacrum felix annorum xxxiii memmius fortunatus filio piissumo fecit hic situs sit tibi terra levis,Dis Manibus sacrum Felix annorum XXXIII Memmius Fortunatus filio piissumo fecit hic situs sit tibi terra levis,dis manibus sacrum
HD048838,0101,0200,-0.9728,39.5933,NA,Spain,Dis Manibus sacrum Cornelio  filio Silvano Marcia Materna marito monumentum posuit,NULL,epitaph,Spain,Dis Manibus sacrum Cornelio filio Silvano Marcia Materna marito monumentum posuit,dis manibus sacrum cornelio filio silvano marcia materna marito monumentum posuit,Dis Manibus sacrum Cornelio filio Silvano Marcia Materna marito monumentum posuit,dis manibus sacrum
HD048842,NA,NA,-0.5942,39.6258,tabula,Spain,Dis M(anibus) Caeci[lio &             ,tabula,epitaph,Spain,Dis Manibus Caecilio,dis manibus caecilio,Dis Manibus Caecilio,dis manibus
HD049269,0171,0230,-5.3198,35.8893,tabula,Spain,Dis Manibus sacrum o  annis  mensibus  diebus III  marito bene merenti sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum o annis mensibus diebus III marito bene merenti sit tibi terra levis,dis manibus sacrum o annis mensibus diebus iii marito bene merenti sit tibi terra levis,Dis Manibus sacrum o annis mensibus diebus III marito bene merenti sit tibi terra levis,dis manibus sacrum
HD049272,NA,NA,-5.3198,35.8893,NA,Spain,Dis Manibus sacrum Ant[onia &             ,NULL,epitaph,Spain,Dis Manibus sacrum Antonia,dis manibus sacrum antonia,Dis Manibus sacrum Antonia,dis manibus sacrum
HD049354,NA,NA,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum Gaius Spurius Peregrinus nnorum XXXIIII mensium VII diei I Gaius Spurius Fortunalis pater filio piissimo fecit,altar,epitaph,Spain,Dis Manibus sacrum Gaius Spurius Peregrinus annorum XXXIIII mensium VII diei I Gaius Spurius Fortunalis pater filio piissimo fecit,dis manibus sacrum gaius spurius peregrinus annorum xxxiiii mensium vii diei i gaius spurius fortunalis pater filio piissimo fecit,Dis Manibus sacrum Gaius Spurius Peregrinus annorum XXXIIII mensium VII diei I Gaius Spurius Fortunalis pater filio piissimo fecit,dis manibus sacrum
HD049372,NA,NA,-6.9706,38.8779,altar,Spain,Dis Manibus sacrum Iunius RL annorum    faciendum curavit,altar,epitaph,Spain,Dis Manibus sacrum Iunius RL annorum faciendum curavit,dis manibus sacrum iunius rl annorum faciendum curavit,Dis Manibus sacrum Iunius RL annorum faciendum curavit,dis manibus sacrum
HD049376,NA,NA,-6.7726,38.3206,altar,Spain,Dis Manibus sacrum Caesia Agrippina vixit nnos LVI Titus Iulius T(iti) filius Galeria Eumices uxori posuit             ,altar,epitaph,Spain,Dis Manibus sacrum Caesia Agrippina vixit annos LVI Titus Iulius Titi filius Galeria Eumices uxori posuit,dis manibus sacrum caesia agrippina vixit annos lvi titus iulius titi filius galeria eumices uxori posuit,Dis Manibus sacrum Caesia Agrippina vixit annos LVI Titus Iulius Titi filius Galeria Eumices uxori posuit,dis manibus sacrum
HD049378,NA,NA,-6.7726,38.3206,altar,Spain,Dis Manibus sacrum Iulia Felicissima anima innocentissimae annorum XXXII maritus piissimus Iulius TITES MGIIS XFITMOVIGENS             ,altar,epitaph,Spain,Dis Manibus sacrum Iulia Felicissima anima innocentissimae annorum XXXII maritus piissimus Iulius TITES M GIIS XFITMOVIGENS,dis manibus sacrum iulia felicissima anima innocentissimae annorum xxxii maritus piissimus iulius tites m giis xfitmovigens,Dis Manibus sacrum Iulia Felicissima anima innocentissimae annorum XXXII maritus piissimus Iulius TITES M GIIS XFITMOVIGENS,dis manibus sacrum
HD049379,NA,NA,-6.7726,38.3206,altar,Spain,Dis Manibus sacrum Iuliae Nasonis libertae annorum VI Iuliae Levisae  annorum XXII ,altar,epitaph,Spain,Dis Manibus sacrum Iuliae Nasonis libertae annorum VI Iuliae Levisae annorum XXII,dis manibus sacrum iuliae nasonis libertae annorum vi iuliae levisae annorum xxii,Dis Manibus sacrum Iuliae Nasonis libertae annorum VI Iuliae Levisae annorum XXII,dis manibus sacrum
HD049381,NA,NA,-6.5904,38.3801,statue base?,Spain,Dis Manibus sacrum Memmiae  annorum LXX pia in suis Scus filius matri bene merenti posuit             ,statue base,epitaph,Spain,Dis Manibus sacrum Memmiae annorum LXX pia in suis S cus filius matri bene merenti posuit,dis manibus sacrum memmiae annorum lxx pia in suis s cus filius matri bene merenti posuit,Dis Manibus sacrum Memmiae annorum LXX pia in suis S cus filius matri bene merenti posuit,dis manibus sacrum
HD049383,NA,NA,-6.5904,38.3801,altar,Spain,Dis Manibus sacrum   Titi filius Galeria matri annorum XXXII filio piissimo ,altar,NULL,Spain,Dis Manibus sacrum Titi filius Galeria matri annorum XXXII filio piissimo,dis manibus sacrum titi filius galeria matri annorum xxxii filio piissimo,Dis Manibus sacrum Titi filius Galeria matri annorum XXXII filio piissimo,dis manibus sacrum
HD049395,0071,0130,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Antonia Terentia annorum XXXI caris sic suis sit tibi terra levis             ,tabula,epitaph,Spain,Dis Manibus sacrum Antonia Terentia annorum XXXI caris suis sit tibi terra levis,dis manibus sacrum antonia terentia annorum xxxi caris suis sit tibi terra levis,Dis Manibus sacrum Antonia Terentia annorum XXXI caris suis sit tibi terra levis,dis manibus sacrum
HD049396,0251,0300,-4.29,37.9811,stele,Spain,Dis Manibus sacrum Agathonicus annorum LXXV pius karus suis sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Agathonicus annorum LXXV pius karus suis sit tibi terra levis,dis manibus sacrum agathonicus annorum lxxv pius karus suis sit tibi terra levis,Dis Manibus sacrum Agathonicus annorum LXXV pius karus suis sit tibi terra levis,dis manibus sacrum
HD049430,NA,NA,-4.2215,41.756100000000004,stele,Spain,Dis Manibus et memoriae Silvius pater Ursicino filio posuit annorum XXVIIII             ,stele,epitaph,Spain,Dis Manibus et memoriae Silvius pater Ursicino filio posuit annorum XXVIIII,dis manibus et memoriae silvius pater ursicino filio posuit annorum xxviiii,Dis Manibus et memoriae Silvius pater Ursicino filio posuit annorum XXVIIII,dis manibus
HD049431,NA,NA,-5.0969,41.9461,tabula,Spain,Dis Manibus Sulpicius Trophimus Maternae Lete uxori carissim(a)e adque pientissim[ae &             ,tabula,NULL,Spain,Dis Manibus Sulpicius Trophimus Maternae Lete uxori carissimae ad que pientissimae,dis manibus sulpicius trophimus maternae lete uxori carissimae ad que pientissimae,Dis Manibus Sulpicius Trophimus Maternae Lete uxori carissimae ad que pientissimae,dis manibus
HD049433,NA,NA,-6.7962,40.9862,NA,Spain,Dis Manibus sacrum PO vi annorum X hic situs sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum P O vi annorum X hic situs sit tibi terra levis,dis manibus sacrum p o vi annorum x hic situs sit tibi terra levis,Dis Manibus sacrum P O vi annorum X hic situs sit tibi terra levis,dis manibus sacrum
HD049434,NA,NA,-6.7962,40.9862,stele,Spain,Dis Manibus sacrum C annorum  hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum C annorum hic situs est sit tibi terra levis,dis manibus sacrum c annorum hic situs est sit tibi terra levis,Dis Manibus sacrum C annorum hic situs est sit tibi terra levis,dis manibus sacrum
HD049468,NA,NA,-1.6483,42.5651,stele,Spain,Dis Manibus pedes XVII monumentum filio consecratum  Corneliae Cornutini filiae annorum LXX matri Lucio Petronio Cornuto annorum XIX Titus Petronius Carus et Lucretia Avita filio ND D ,stele,epitaph,Spain,Dis Manibus pedes XVII monumentum filio consecratum Corneliae Cornutini filiae annorum LXX matri Lucio Petronio Cornuto annorum XIX Titus Petronius Carus et Lucretia Avita filio ND D,dis manibus pedes xvii monumentum filio consecratum corneliae cornutini filiae annorum lxx matri lucio petronio cornuto annorum xix titus petronius carus et lucretia avita filio nd d,Dis Manibus pedes XVII monumentum filio consecratum Corneliae Cornutini filiae annorum LXX matri Lucio Petronio Cornuto annorum XIX Titus Petronius Carus et Lucretia Avita filio ND D,dis manibus
HD049469,NA,NA,-1.652,42.4797,NA,Spain,D(is)? M(anibus) Thutis filiae Cae et Ursia poserunt memoriam filiae annorum V quae vixit annos contentae pientissimae,NULL,epitaph,Spain,Dis Manibus Thutis filiae Cae et Ursia poserunt memoriam filiae annorum V quae vixit annos contentae pientissimae,dis manibus thutis filiae cae et ursia poserunt memoriam filiae annorum v quae vixit annos contentae pientissimae,Dis Manibus Thutis filiae Cae et Ursia poserunt memoriam filiae annorum V quae vixit annos contentae pientissimae,dis manibus
HD049520,NA,NA,-0.8773,41.6561,NA,Spain,Dis Manibus Lucio Memmio Vettiano annorum XIX filio pientissimo,NULL,epitaph,Spain,Dis Manibus Lucio Memmio Vettiano annorum XIX filio pientissimo,dis manibus lucio memmio vettiano annorum xix filio pientissimo,Dis Manibus Lucio Memmio Vettiano annorum XIX filio pientissimo,dis manibus
HD049522,NA,NA,-0.4348,41.3742,tabula,Spain,Dis Manibus Claudio Nymphodoto annorum XXXX Fabia Dionysia marito piissimo et sibi f,tabula,epitaph,Spain,Dis Manibus Claudio Nymphodoto annorum XXXX Fabia Dionysia marito piissimo et sibi f,dis manibus claudio nymphodoto annorum xxxx fabia dionysia marito piissimo et sibi f,Dis Manibus Claudio Nymphodoto annorum XXXX Fabia Dionysia marito piissimo et sibi f,dis manibus
HD049536,0001,0200,-0.0342,38.818600000000004,tabula,Spain,Cornelius  filius Galeria Bassus annorum  hic situs est  Dis Manibus sacrum Nomas hic iacet sit tibi terra levis,tabula,epitaph,Spain,Cornelius filius Galeria Bassus annorum hic situs est Dis Manibus sacrum Nomas hic iacet sit tibi terra levis,cornelius filius galeria bassus annorum hic situs est dis manibus sacrum nomas hic iacet sit tibi terra levis,Cornelius filius Galeria Bassus annorum hic situs est Dis Manibus sacrum Nomas hic iacet sit tibi terra levis,dis manibus sacrum
HD050077,NA,NA,-6.2846,41.0609,stele,Spain,Dis Manibus sacrum Nicotyche nnorum XVII mater hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Nicotyche annorum XVII mater hic sita est sit tibi terra levis,dis manibus sacrum nicotyche annorum xvii mater hic sita est sit tibi terra levis,Dis Manibus sacrum Nicotyche annorum XVII mater hic sita est sit tibi terra levis,dis manibus sacrum
HD050083,NA,NA,-4.6167,41.65,stele,Spain,Dis Manibus Lupa Leonati coniugi carissimo annorum XLV sit tibi terra levis,stele,epitaph,Spain,Dis Manibus Lupa Leonati coniugi carissimo annorum XLV sit tibi terra levis,dis manibus lupa leonati coniugi carissimo annorum xlv sit tibi terra levis,Dis Manibus Lupa Leonati coniugi carissimo annorum XLV sit tibi terra levis,dis manibus
HD050086,NA,NA,-6.7953,40.9867,stele,Spain,Dis Manibus Quadratus Quadrati filius nnorum XXX hic situs est tibi terra levis,stele,epitaph,Spain,Dis Manibus Quadratus Quadrati filius annorum XXX hic situs est tibi terra levis,dis manibus quadratus quadrati filius annorum xxx hic situs est tibi terra levis,Dis Manibus Quadratus Quadrati filius annorum XXX hic situs est tibi terra levis,dis manibus
HD050087,NA,NA,-6.7953,40.9867,stele,Spain,Dis Manibus ,stele,epitaph,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD050088,NA,NA,-6.7953,40.9867,stele,Spain,Dis Manibus sacrum Flacilla annorum LXXX ,stele,epitaph,Spain,Dis Manibus sacrum Flacilla annorum LXXX,dis manibus sacrum flacilla annorum lxxx,Dis Manibus sacrum Flacilla annorum LXXX,dis manibus sacrum
HD050127,0171,0230,-2.8949,38.3207,stele,Spain,Dis Manibus sacrum Aelia Locris annorum XXII hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Aelia Locris annorum XXII hic sita est sit tibi terra levis,dis manibus sacrum aelia locris annorum xxii hic sita est sit tibi terra levis,Dis Manibus sacrum Aelia Locris annorum XXII hic sita est sit tibi terra levis,dis manibus sacrum
HD050128,0151,0200,-2.8949,38.3207,stele,Spain,Dis Manibus sacrum Chrestus annorum V hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Chrestus annorum V hic situs est sit tibi terra levis,dis manibus sacrum chrestus annorum v hic situs est sit tibi terra levis,Dis Manibus sacrum Chrestus annorum V hic situs est sit tibi terra levis,dis manibus sacrum
HD050129,0201,0300,-2.8949,38.3207,stele,Spain,Dis Manibus sacrum Poletice annorum XXX pia in suis natis  et contubernio  hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Poletice annorum XXX pia in suis natis et contubernio hic sita est sit tibi terra levis,dis manibus sacrum poletice annorum xxx pia in suis natis et contubernio hic sita est sit tibi terra levis,Dis Manibus sacrum Poletice annorum XXX pia in suis natis et contubernio hic sita est sit tibi terra levis,dis manibus sacrum
HD050130,0101,0200,-2.8949,38.3207,stele,Spain,Dis Manibus sacrum S annorum XII hic situs est sit tibi terra levis Prin[ceps] annorum II hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum S annorum XII hic situs est sit tibi terra levis Princeps annorum II hic situs est sit tibi terra levis,dis manibus sacrum s annorum xii hic situs est sit tibi terra levis princeps annorum ii hic situs est sit tibi terra levis,Dis Manibus sacrum S annorum XII hic situs est sit tibi terra levis Princeps annorum II hic situs est sit tibi terra levis,dis manibus sacrum
HD050131,NA,NA,-4.0867000000000004,37.5911,stele,Spain,Dis Manibus sacrum  Vibia Lavinia nnorum XXVII pia in suis Valerius Verecundus maritus et Vibia Modestina mater -MP-- hic sita est sit tibi terra levis Dis Manibus sacrum ,stele,epitaph,Spain,Dis Manibus sacrum Vibia Lavinia annorum XXVII pia in suis Valerius Verecundus maritus et Vibia Modestina mater MP hic sita est sit tibi terra levis Dis Manibus sacrum,dis manibus sacrum vibia lavinia annorum xxvii pia in suis valerius verecundus maritus et vibia modestina mater mp hic sita est sit tibi terra levis dis manibus sacrum,Dis Manibus sacrum Vibia Lavinia annorum XXVII pia in suis Valerius Verecundus maritus et Vibia Modestina mater MP hic sita est sit tibi terra levis Dis Manibus sacrum,dis manibus sacrum
HD050619,NA,NA,-5.7445,36.8168,tabula,Spain,Dis Manibus sacrum Marcus Ovius E annorum L hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Marcus Ovius E annorum L hic situs est sit tibi terra levis,dis manibus sacrum marcus ovius e annorum l hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Ovius E annorum L hic situs est sit tibi terra levis,dis manibus sacrum
HD050630,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Quintus Iunius Licinius Ingenuus nnorum XV karus suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Quintus Iunius Licinius Ingenuus annorum XV karus suis hic situs est sit tibi terra levis,dis manibus sacrum quintus iunius licinius ingenuus annorum xv karus suis hic situs est sit tibi terra levis,Dis Manibus sacrum Quintus Iunius Licinius Ingenuus annorum XV karus suis hic situs est sit tibi terra levis,dis manibus sacrum
HD050631,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Publia Pompeia Clara vixit annosIII pia in suis hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Publia Pompeia Clara vixit annos III pia in suis hic sita est sit tibi terra levis,dis manibus sacrum publia pompeia clara vixit annos iii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Publia Pompeia Clara vixit annos III pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD050659,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Have nnorum  karus suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Have annorum karus suis hic situs est sit tibi terra levis,dis manibus sacrum have annorum karus suis hic situs est sit tibi terra levis,Dis Manibus sacrum Have annorum karus suis hic situs est sit tibi terra levis,dis manibus sacrum
HD050663,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Lucius Iulius Philinus karus suis annorum XXXIII hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Iulius Philinus karus suis annorum XXXIII hic situs est sit tibi terra levis,dis manibus sacrum lucius iulius philinus karus suis annorum xxxiii hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Iulius Philinus karus suis annorum XXXIII hic situs est sit tibi terra levis,dis manibus sacrum
HD050673,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum rius Capel nnorum LI hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum rius Capel annorum LI hic situs est sit tibi terra levis,dis manibus sacrum rius capel annorum li hic situs est sit tibi terra levis,Dis Manibus sacrum rius Capel annorum LI hic situs est sit tibi terra levis,dis manibus sacrum
HD050681,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus Ulpiae  nnorum  Dextero  sibi dulcissimus  sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus Ulpiae annorum Dextero sibi dulcissimus sit tibi terra levis,dis manibus ulpiae annorum dextero sibi dulcissimus sit tibi terra levis,Dis Manibus Ulpiae annorum Dextero sibi dulcissimus sit tibi terra levis,dis manibus
HD050682,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Pompeio Tisinauca nnorum XV Pompeia Turpilla mater filio piissimo faciendum curavit hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Pompeio Tisinauca annorum XV Pompeia Turpilla mater filio piissimo faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum pompeio tisinauca annorum xv pompeia turpilla mater filio piissimo faciendum curavit hic situs est sit tibi terra levis,Dis Manibus sacrum Pompeio Tisinauca annorum XV Pompeia Turpilla mater filio piissimo faciendum curavit hic situs est sit tibi terra levis,dis manibus sacrum
HD050692,NA,NA,-6.2994,36.5336,tabula,Spain,Dis Manibus sacrum Me Fortunatus annorum L sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Me Fortunatus annorum L sit tibi terra levis,dis manibus sacrum me fortunatus annorum l sit tibi terra levis,Dis Manibus sacrum Me Fortunatus annorum L sit tibi terra levis,dis manibus sacrum
HD050745,NA,NA,-3.4333,40.2333,NA,Spain,Dis M(anibus) s(acrum) Licinius  ,NULL,epitaph,Spain,Dis Manibus sacrum Licinius,dis manibus sacrum licinius,Dis Manibus sacrum Licinius,dis manibus sacrum
HD051296,NA,NA,-6.3437,38.9161,altar,Spain,Dis Manibus sacrum Marcia Tyche nnorum L hic sita est sit tibi terra levis Marcius Laetinus et Marcius Reburrus liberti patronae piissimae faciendum curaverunt,altar,epitaph,Spain,Dis Manibus sacrum Marcia Tyche annorum L hic sita est sit tibi terra levis Marcius Laetinus et Marcius Reburrus liberti patronae piissimae faciendum curaverunt,dis manibus sacrum marcia tyche annorum l hic sita est sit tibi terra levis marcius laetinus et marcius reburrus liberti patronae piissimae faciendum curaverunt,Dis Manibus sacrum Marcia Tyche annorum L hic sita est sit tibi terra levis Marcius Laetinus et Marcius Reburrus liberti patronae piissimae faciendum curaverunt,dis manibus sacrum
HD051300,NA,NA,-6.9703,38.8786,altar,Spain,Dis Manibus sacrum mater posuit filio Cattusio memoriam vixsit sic annis duodecim,altar,epitaph,Spain,Dis Manibus sacrum mater posuit filio Cattusio memoriam vixsit annis duodecim,dis manibus sacrum mater posuit filio cattusio memoriam vixsit annis duodecim,Dis Manibus sacrum mater posuit filio Cattusio memoriam vixsit annis duodecim,dis manibus sacrum
HD051303,NA,NA,-5.9578,38.9626,altar,Spain,Dis Manibus sacrum  Nonius Marinus annorum LXX hic situs est Marcia Secundilla marito pientissimo fecit et sibi  Marcia Secundilla nnorum sibi et marito pientissimo fecit hic sita est sit terra levis,altar,epitaph,Spain,Dis Manibus sacrum Nonius Marinus annorum LXX hic situs est Marcia Secundilla marito pientissimo fecit et sibi Marcia Secundilla annorum sibi et marito pientissimo fecit hic sita est sit terra levis,dis manibus sacrum nonius marinus annorum lxx hic situs est marcia secundilla marito pientissimo fecit et sibi marcia secundilla annorum sibi et marito pientissimo fecit hic sita est sit terra levis,Dis Manibus sacrum Nonius Marinus annorum LXX hic situs est Marcia Secundilla marito pientissimo fecit et sibi Marcia Secundilla annorum sibi et marito pientissimo fecit hic sita est sit terra levis,dis manibus sacrum
HD051332,NA,NA,-4.8308,39.9635,NA,Spain,                Dis Manibus Metturoni an[norum &             ,NULL,epitaph,Spain,Dis Manibus Metturoni annorum,dis manibus metturoni annorum,Dis Manibus Metturoni annorum,dis manibus
HD051336,0201,0300,-6.0411,37.4355,tabula,Spain,Dis Manibus sacrum Aurelius Ugaiddillus vixit annos XXIII frater Musici hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Aurelius Ugaiddillus vixit annos XXIII frater Musici hic situs est sit tibi terra levis,dis manibus sacrum aurelius ugaiddillus vixit annos xxiii frater musici hic situs est sit tibi terra levis,Dis Manibus sacrum Aurelius Ugaiddillus vixit annos XXIII frater Musici hic situs est sit tibi terra levis,dis manibus sacrum
HD051337,0201,0230,-6.0411,37.4355,tabula,Spain,Dis Manibus sacrum Pontius Caecilius Donatus vixit nnos XXXI menses V dies VIIII fratres pientissimi fecerunt hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Pontius Caecilius Donatus vixit annos XXXI menses V dies VIIII fratres pientissimi fecerunt hic situs est sit tibi terra levis,dis manibus sacrum pontius caecilius donatus vixit annos xxxi menses v dies viiii fratres pientissimi fecerunt hic situs est sit tibi terra levis,Dis Manibus sacrum Pontius Caecilius Donatus vixit annos XXXI menses V dies VIIII fratres pientissimi fecerunt hic situs est sit tibi terra levis,dis manibus sacrum
HD051338,NA,NA,-6.0411,37.4355,tabula,Spain,Dis Manibus sacrum ia Crescentiva vixit annis IIII hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum ia Crescentiva vixit annis IIII hic sita est sit tibi terra levis,dis manibus sacrum ia crescentiva vixit annis iiii hic sita est sit tibi terra levis,Dis Manibus sacrum ia Crescentiva vixit annis IIII hic sita est sit tibi terra levis,dis manibus sacrum
HD051366,NA,NA,-4.5333,42.0167,stele,Spain,Dis Manibus Flavia Rufina filia fecit lua hic sita est vivit annos XXV             ,stele,epitaph,Spain,Dis Manibus Flavia Rufina filia fecit lua hic sita est vivit annos XXV,dis manibus flavia rufina filia fecit lua hic sita est vivit annos xxv,Dis Manibus Flavia Rufina filia fecit lua hic sita est vivit annos XXV,dis manibus
